"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
661,9.02401239349342,7746,"Brantley County, Georgia",18924,9436,9488,1136,1278,1307,1292,946,2183,2341,2653,1369,1318,1922,901,278,40.8,4556,14761,14368,13686,3846,3101,14368,7100,7268,3101,1403,1698,18924,18636,288,18636,17674,657,43,43,0,0,0,174,144,0,0,0,0,30,0,0,0,0,0,0,88,288,51,40,0,0,17777,893,83,334,0,125,432,342,40,0,50,18492,17397,627,43,174,0,0,251,0,251,8180,14216,6988,7228,1403,488,602,293,20,12965,722,1803,5916,2445,1190,435,454,10440,889,2183,1896,47,2341,1910,288,5340,4046,330,3101,2588,224,"27160","27194","28371","29129","32549","239591","246306","260924","267110","283914",4
662,29.8087160847377,54474,"Carroll County, Georgia",118692,57725,60967,7472,6989,8753,9807,10364,15873,14783,14757,7336,6406,9875,4859,1418,35,28196,93939,90496,83661,19919,16152,90496,43234,47262,16152,7119,9033,118692,115271,3421,115271,87103,23310,947,97,0,0,91,911,371,63,34,53,49,79,262,65,0,41,24,0,2935,3421,906,273,376,1,90336,24317,1244,1428,206,4634,8327,3342,961,231,3793,110365,82470,23025,430,904,65,1594,1877,166,1711,45699,87102,41253,45849,15189,1801,5467,7270,651,75307,3316,7959,25143,17330,4935,10884,5740,64032,16624,15873,14174,3932,14783,12653,3033,28499,24397,6197,16152,12808,3462,"36406","37621","38879","40663","44014","4176304","4316604","4720159","4865510","5068350",2
663,35.9441301272984,5656,"Long County, Georgia",19236,9691,9545,1317,1732,1450,1798,789,3318,2734,2166,1416,806,1149,495,66,31.6,5370,14454,13866,12639,2101,1710,13866,6906,6960,1710,802,908,19236,18014,1222,18014,11747,4832,45,6,0,0,0,129,0,0,26,0,67,0,36,67,0,67,0,0,1194,1222,502,128,242,0,12733,5410,275,556,134,1419,2189,1712,305,13,159,17047,10919,4793,45,129,67,116,978,0,978,7040,13465,6789,6676,1716,560,895,253,8,12150,277,1422,4994,2858,817,1020,762,10451,1782,3318,2812,283,2734,2517,604,4388,3770,784,1710,1352,111,"30155","31146","32535","33714","36566","185211","180439","186390","189049","188593",4
664,44.815600178675,194767,"Madison County, Alabama",367686,179576,188110,21560,21916,22866,23887,24911,51725,44844,49489,28194,23137,31982,17199,5976,38.5,80316,296491,287370,272451,67866,55157,287370,138761,148609,55157,24194,30963,367686,355618,12068,355618,247390,90449,2074,1137,107,7,0,9676,1788,2376,809,634,1269,1148,1652,306,80,146,0,80,5723,12068,3105,2725,2262,554,258152,95437,6174,12822,723,7762,18412,10083,3408,593,4328,349274,236781,89454,1988,9649,287,840,10275,590,9685,164100,278648,133862,144786,34824,3380,9738,17096,4610,252546,6575,14467,49140,52964,18711,67834,42855,231504,110689,51725,47709,21772,44844,41408,22006,100820,93532,45606,55157,48855,21305,"47581","48709","50562","53160","56499","22564621","23490122","24943652","26609074","27273353",3
665,53.7137163157439,115410,"Lackawanna County, Pennsylvania",210162,101990,108172,11057,11317,12963,13178,12897,26153,23963,26948,14545,15223,23267,11986,6665,42.1,42875,172624,167287,158532,50721,41918,167287,79836,87451,41918,17941,23977,210162,202192,7970,202192,187519,5920,141,18,0,0,0,6220,2302,1046,436,38,259,147,1992,110,45,0,0,65,2282,7970,2462,743,583,57,195111,9377,1354,6983,193,5884,16882,3015,8389,284,5194,193280,176639,5625,66,6220,89,373,4268,696,3572,100576,161960,77401,84559,18537,1944,4808,9261,2524,148750,4315,8337,54655,24695,14073,26540,16135,136098,42675,26153,24458,9616,23963,22112,8350,56716,52260,15998,41918,37268,8711,"43115","43905","45741","47435","51419","9424233","9706483","10111935","10473152","10304514",3
667,14.488939469379,14059,"Baker County, Florida",28679,15333,13346,1726,1685,2077,1758,2077,4045,3651,4009,1973,1579,2467,1203,429,37.8,6683,22591,21996,21009,5056,4099,21996,11796,10200,4099,1879,2220,28679,27408,1271,27408,22973,4174,80,21,0,0,0,50,0,30,2,0,6,3,9,10,0,0,10,0,121,1271,143,227,22,39,24178,4417,410,99,18,892,771,246,188,115,222,27908,22615,4107,80,50,10,19,1027,558,469,10105,21768,11628,10140,2640,458,1370,721,91,19356,789,2129,8090,3951,1618,1883,896,16438,2779,4045,3199,483,3651,2967,755,7561,6724,1072,4099,3548,469,"31482","33036","34266","35058","37403","642816","662889","665170","678823","732127",2
668,33.7878155978313,31171,"Columbia County, Pennsylvania",65390,31448,33942,2883,3041,3586,5113,6978,6825,6906,8140,4828,4374,7254,3394,2068,41.2,11552,55166,53838,49309,15225,12716,53838,25586,28252,12716,5544,7172,65390,64388,1002,64388,61940,1116,40,24,0,0,0,753,187,70,45,17,51,137,246,105,38,0,0,67,434,1002,290,232,86,0,62880,1447,299,845,183,771,1933,582,650,43,658,63457,60683,985,40,749,105,41,854,189,665,30299,53342,25363,27979,10049,687,2789,5554,1019,43789,943,3067,18725,6498,3902,6494,4160,39779,10654,6825,6520,2334,6906,6419,1864,17342,15916,4175,12716,10924,2281,"39106","40804","42345","43624","47565","2460890","2532844","2524286","2652218","2563563",4
669,27.2015655577299,1533,"Highland County, Virginia",2202,950,1252,88,105,75,52,188,119,111,202,173,235,450,286,118,59.5,309,1927,1893,1813,1030,854,1893,837,1056,854,388,466,2202,2192,10,2192,2112,0,0,0,0,0,0,80,0,0,73,0,7,0,0,0,0,0,0,0,0,10,0,10,0,0,2122,0,10,80,0,0,0,0,0,0,0,2202,2112,0,0,80,0,0,10,0,10,1859,1893,837,1056,199,5,176,18,0,1694,75,96,601,348,54,332,188,1523,520,119,102,30,111,109,11,610,560,145,854,752,334,"39864","42066","41547","43656","45690","66828","73923","70245","73222","68406",6
670,50.1691572479709,131830,"New Hanover County, North Carolina",231448,110218,121230,11197,12563,11616,15336,21541,30393,29311,28335,15551,14537,24666,11466,4936,39,42710,193741,188738,175841,49526,41068,188738,88509,100229,41068,17769,23299,231448,225030,6418,225030,186681,30436,544,97,21,0,0,3145,557,855,407,76,842,157,251,205,202,3,0,0,4019,6418,2365,1178,1115,342,192302,33715,2378,4710,408,4798,13197,4543,2303,917,5434,218251,178457,29708,462,3141,205,590,5688,261,5427,113125,183919,86306,97613,29543,2634,7841,15463,3605,159195,3292,7486,31683,33511,15993,44210,23020,148417,67230,30393,27964,13014,29311,27897,14132,58423,55363,24578,41068,37193,15506,"43956","44961","47840","50960","54391","12293649","12589337","13236701","14168095","14601165",3
671,27.5729862820964,28430,"Stevens County, Washington",45233,22523,22710,2431,2738,2720,2597,2239,4226,4506,5466,3636,4119,6636,2881,1038,47,9660,36681,35573,34336,12782,10555,35573,17475,18098,10555,5146,5409,45233,43233,2000,43233,40413,197,2076,17,20,0,37,338,19,20,119,33,56,35,56,90,36,0,43,11,119,2000,189,1135,193,0,42393,428,3343,686,202,364,1723,1269,20,20,414,43510,39049,184,2013,338,81,35,1810,92,1718,21954,35167,17259,17908,3065,631,1426,878,130,32508,663,2047,11149,8722,3272,4045,2610,29798,6655,4226,3750,663,4506,4130,992,13221,12320,2646,10555,9598,2354,"35547","36534","37933","40255","43570","1041605","1080279","1124131","1152349","1196739",3
672,10.5960744549866,13807,"Marion County, Alabama",29818,14760,15058,1527,1502,1991,1878,1623,3278,3292,4265,2515,1622,3439,2149,737,44.5,6214,24450,23604,22680,7294,6325,23604,11473,12131,6325,2785,3540,29818,29281,537,29281,27518,1128,136,87,2,6,0,18,0,0,17,0,1,0,0,0,0,0,0,0,481,537,174,118,50,18,28037,1348,297,71,0,630,766,525,35,27,179,29052,27233,1128,136,18,0,0,537,149,388,14754,23370,11416,11954,2307,334,836,1059,78,21297,1459,2567,7345,4783,2301,1702,1140,17271,2842,3278,2751,484,3292,2966,665,8402,6968,1002,6325,4586,691,"30723","31981","32720","33714","36927","850451","880581","919403","916135","921451",6
673,34.0665189433438,92064,"St. Clair County, Michigan",159285,79164,80121,8035,8380,10355,10079,9079,17573,17888,22888,13300,11852,17801,8620,3435,44,33237,130683,126048,120611,37021,29856,126048,62038,64010,29856,13677,16179,159285,154354,4931,154354,148453,3767,261,26,46,0,0,800,129,109,75,10,170,17,290,52,27,0,10,15,1021,4931,1833,1541,524,48,153231,5902,1997,1497,150,1740,5531,4102,317,211,901,153754,144725,3631,204,800,52,113,4229,249,3980,72395,124513,61357,63156,12691,2204,4826,4973,688,113357,1862,7889,38047,29890,14019,13453,8197,103606,21650,17573,16293,3472,17888,16588,4299,48040,44007,8363,29856,26718,5516,"40774","42218","43956","45733","50390","5245815","5312058","5578406","5587515","5564531",2
674,61.2417597830661,21389,"Liberty County, Georgia",62039,31316,30723,6405,4357,4513,3673,7037,12251,6873,5514,3094,2675,3676,1586,385,28.8,17401,46110,44638,41823,7056,5647,44638,22532,22106,5647,2466,3181,62039,56660,5379,56660,27121,25241,313,82,6,9,28,1179,77,96,317,165,402,58,64,324,6,241,45,32,2482,5379,1941,271,491,348,31382,28848,1350,2122,645,3959,7849,3041,3231,179,1398,54190,23763,24800,246,1139,324,217,3701,80,3621,28566,43056,22278,20778,8584,764,4351,2954,515,36054,900,2038,10662,11234,4266,4767,2187,33116,6954,12251,11819,2485,6873,6244,1249,11283,10292,2351,5647,4761,869,"32542","33573","35672","35581","38518","3499697","3550970","3690342","3817759","3852760",4
675,21.2098009188361,7836,"Macon County, Missouri",15154,7514,7640,858,874,1221,960,807,1524,1579,1833,766,1344,1823,1010,555,43.1,3551,12003,11603,11108,4261,3388,11603,5641,5962,3388,1515,1873,15154,14786,368,14786,14217,332,94,14,26,0,0,112,0,16,3,0,5,0,88,4,4,0,0,0,27,368,228,32,14,0,14585,560,126,126,4,121,233,179,0,3,51,14921,14130,266,94,112,4,13,302,28,274,7698,11538,5602,5936,1169,54,526,497,92,10434,390,714,4870,1886,751,1230,593,9330,1823,1524,1440,468,1579,1476,269,3943,3595,695,3388,2819,391,"40999","41087","40991","41152","44838","585327","602963","598373","589044","579432",6
677,14.9038461538462,2288,"Gray County, Kansas",6020,3048,2972,441,411,585,483,343,679,752,636,350,424,493,285,138,36.1,1756,4504,4264,4060,1111,916,4264,2117,2147,916,435,481,6020,5842,178,5842,5724,44,14,0,0,0,0,23,0,6,14,0,0,0,3,19,0,0,0,19,18,178,45,39,1,0,5902,89,53,24,19,111,969,893,0,0,76,5051,4910,0,14,23,19,0,85,0,85,2447,3816,1866,1950,507,162,106,196,43,3757,615,195,850,762,454,725,156,2947,881,679,537,125,752,678,167,1410,1053,384,916,679,205,"74701","65962","62446","59155","64323","792736","703919","684471","624075","551157",6
678,23.1291883842144,10744,"Randolph County, Missouri",24769,12873,11896,1484,1610,1326,1496,1730,3420,3086,3281,1561,1722,2280,1308,465,39.2,5372,19990,19397,18391,5185,4053,19397,10140,9257,4053,1782,2271,24769,24017,752,24017,22109,1483,146,56,9,0,0,156,13,0,38,1,86,0,18,0,0,0,0,0,123,752,333,154,71,32,22796,1873,332,235,12,273,533,352,1,63,117,24236,21813,1450,146,156,0,92,579,64,515,10800,19299,10054,9245,2274,277,692,1231,74,17123,628,1329,6314,3913,1867,2123,949,15166,3072,3420,3086,495,3086,2856,643,6564,5919,1146,4053,3305,788,"36769","38006","38617","38661","43507","1204179","1238289","1213181","1272351","1238748",5
679,35.7845004953136,13123,"Wabasha County, Minnesota",21564,10862,10702,1173,1074,1558,1257,980,2320,2334,2860,1744,1612,2614,1569,469,45.4,4643,17469,16921,16292,5653,4652,16921,8473,8448,4652,2241,2411,21564,21289,275,21289,20724,109,87,0,62,1,0,130,26,13,24,0,21,9,37,0,0,0,0,0,239,275,105,43,46,18,20981,232,148,180,4,298,652,348,56,0,248,20912,20379,109,67,129,0,10,218,2,216,10248,16767,8405,8362,1399,148,397,653,201,15522,392,572,5101,3522,2150,2558,1227,14558,3785,2320,2166,643,2334,2259,765,6216,5898,1358,4652,4235,1019,"44324","46558","48124","50078","55622","712357","775875","760963","784299","810438",4
680,61.1713014916692,536446,"St. Louis County, Missouri",996179,472815,523364,58550,58875,63369,62620,61076,127768,119532,124116,71630,68650,101005,51982,27006,40.4,219678,802800,776501,743003,219378,179993,776501,360696,415805,179993,75422,104571,996179,960820,35359,960820,662172,241560,1745,346,70,31,24,44412,16494,12242,3492,644,2660,3867,5013,289,31,58,165,35,10642,35359,11175,2924,6493,959,694971,256991,7701,52828,827,21426,29396,17830,2505,832,8229,966783,645623,240821,1405,44312,259,3068,31295,7745,23550,441593,747107,345090,402017,84812,9393,26001,33565,15853,691689,12254,29273,147118,141919,53727,174212,133186,650162,307398,127768,122311,59178,119532,113657,63361,264396,250128,118779,179993,164066,66080,"66136","65614","70716","73575","77419","75983381","77707241","80046578","83117805","82300215",2
681,48.0844133812852,294740,"Oklahoma County, Oklahoma",792668,387908,404760,58698,54978,57343,50196,52657,124012,102688,89972,48615,44982,64674,31544,12309,34.9,202179,611605,590489,560934,135490,108527,590489,284621,305868,108527,47181,61346,792668,730873,61795,730873,531153,119664,22978,4482,71,127,136,26119,5322,2913,2093,741,1633,8207,5210,852,308,204,46,294,30107,61795,12046,21283,6735,4587,585821,140492,53346,35863,2019,42048,140112,115048,2829,681,21554,652556,439111,117878,19741,25808,603,1659,47756,1723,46033,341512,542158,259004,283154,71693,10588,24088,30518,6499,518796,26356,35795,129243,116952,38794,108447,63209,456645,171656,124012,110398,44097,102688,88000,34949,183569,160403,57176,108527,97844,35434,"48117","49945","51553","56727","58984","56926422","60554117","64423865","63748431","58499297",1
682,21.2624132771052,7351,"Madison County, Arkansas",16393,8329,8064,1101,1024,982,1056,788,2144,1749,2092,1291,1050,1889,953,274,41,3789,13054,12604,12065,3668,3116,12604,6469,6135,3116,1463,1653,16393,15760,633,15760,15152,17,132,84,0,0,0,126,116,0,0,1,2,0,7,102,0,0,0,102,231,633,103,248,31,37,15748,216,483,157,102,386,955,736,0,0,219,15438,14472,17,83,120,102,26,618,140,478,7595,12372,6335,6037,1162,173,682,292,15,11442,740,1030,5604,2109,574,835,550,9672,1385,2144,1930,194,1749,1529,256,4433,3827,516,3116,2386,419,"32663","35704","35013","34040","34782","348250","378660","391726","359971","391071",3
684,12.7017841971113,2354,"Scott County, Kansas",4893,2505,2388,341,402,364,258,308,550,517,602,315,323,487,261,165,39.7,1339,3776,3554,3496,1191,913,3554,1792,1762,913,432,481,4893,4770,123,4770,4479,0,3,3,0,0,0,77,44,0,0,0,33,0,0,2,2,0,0,0,209,123,1,30,0,0,4583,1,33,96,2,301,903,903,0,0,0,3990,3828,0,3,77,2,30,50,19,31,2194,3215,1606,1609,334,33,185,81,35,3220,190,352,884,796,198,579,221,2678,800,550,501,150,517,322,186,1240,1066,295,913,789,169,"63646","58860","53487","52615","58451","503136","441562","378559","274338","278211",6
685,29.8356393351286,10769,"Spencer County, Indiana",20364,10254,10110,1101,1120,1404,1235,1050,2237,2345,2697,1516,1632,2357,1142,528,44.3,4428,16407,15936,15344,5121,4027,15936,7985,7951,4027,1915,2112,20364,20048,316,20048,19707,131,17,0,0,0,0,73,1,31,15,0,23,2,1,0,0,0,0,0,120,316,119,85,17,0,20014,259,102,91,1,213,604,502,0,0,102,19760,19233,131,16,73,0,69,238,15,223,9126,15811,7923,7888,1482,320,477,574,111,14454,244,1037,6181,2686,1799,1617,890,13173,2507,2237,2028,406,2345,2228,533,5845,5465,1036,4027,3452,532,"40670","42682","44140","46564","48915","1233071","1238572","1233908","1135462","908819",6
687,61.2827112827113,4662,"Macon County, Georgia",13107,6947,6160,649,695,666,782,915,2008,1583,1682,944,938,1444,591,210,40,2481,10941,10626,10021,2811,2245,10626,5844,4782,2245,1043,1202,13107,12980,127,12980,4400,8111,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,458,127,16,12,0,16,4451,8199,78,11,60,491,563,513,11,0,39,12544,4115,8111,0,11,0,213,94,0,94,6101,10478,5808,4670,1226,363,534,321,8,9400,780,1821,3051,2260,538,582,368,6799,950,2008,1357,54,1583,1120,214,3564,2722,352,2245,1600,330,"29844","32276","30931","33395","35669","427806","461879","428927","414724","390620",6
688,24.1078753076292,9752,"Andrew County, Missouri",17554,8784,8770,1024,1030,1202,1110,948,1954,2123,2267,1299,1230,1920,926,521,41.9,4034,14107,13520,12967,3994,3367,13520,6691,6829,3367,1524,1843,17554,17173,381,17173,16688,187,33,9,0,0,0,150,75,52,0,0,0,0,23,95,95,0,0,0,20,381,133,22,70,14,17034,355,69,220,112,145,446,239,15,68,124,17108,16541,187,33,127,0,3,217,6,211,7337,13478,6689,6789,1280,149,413,475,243,12240,286,619,4450,2800,834,2011,1240,11335,3251,1954,1830,583,2123,2061,887,4796,4468,1005,3367,2976,776,"41031","42286","41885","44650","47612","280906","295841","285435","350486","347282",4
689,41.9756895168754,16207,"Mecklenburg County, Virginia",30726,15034,15692,1517,1382,1812,1627,1520,3328,2991,3734,2257,2689,4505,2320,1044,48.5,5724,25722,25002,24011,9509,7869,25002,12123,12879,7869,3488,4381,30726,30317,409,30317,19197,10526,157,43,0,0,0,289,260,1,17,0,8,0,3,4,0,0,0,4,144,409,251,30,17,0,19569,10799,240,312,28,207,913,472,37,0,404,29813,18497,10510,157,289,4,0,356,17,339,19019,24466,11728,12738,2134,342,872,801,119,22868,1446,2032,7336,4598,2173,3384,1899,19390,5283,3328,2970,1102,2991,2754,678,8680,7388,1817,7869,6278,1686,"34360","35607","36570","37981","41430","988351","982238","1016544","1053770","1160646",6
690,35.0975304824768,74387,"Elkhart County, Indiana",205184,101454,103730,15483,14773,16836,14776,12962,26377,24684,25055,13217,11032,17281,8472,4236,35.6,56611,154920,148573,140659,36478,29989,148573,72690,75883,29989,13227,16762,205184,195114,10070,195114,174989,10906,565,244,0,0,0,1892,372,395,207,87,225,36,570,125,8,49,5,63,6637,10070,3653,1204,939,144,184484,15417,2067,3006,305,10424,33339,23758,2546,484,6551,171845,152461,10798,327,1892,76,437,5854,195,5659,79389,138919,67756,71163,18219,4526,6860,5323,1510,130354,10598,14007,45052,25863,9355,16952,8527,105749,25479,26377,21781,4739,24684,18719,4836,49304,40718,9836,29989,24531,6068,"41970","45195","46219","45873","49321","14744750","16363864","16362889","16105787","15859944",4
691,11.5316901408451,1136,"Cheyenne County, Colorado",1999,956,1043,197,148,170,103,34,210,253,227,151,151,193,113,49,41.1,607,1449,1392,1375,472,355,1392,705,687,355,166,189,1999,1830,169,1830,1797,3,0,0,0,0,0,21,0,0,19,0,2,0,0,6,4,2,0,0,3,169,14,40,0,0,1964,17,42,21,6,118,208,193,3,0,12,1791,1666,3,0,21,6,3,92,40,52,1012,1355,687,668,45,4,12,29,0,1347,17,54,376,416,168,271,45,1276,316,210,209,116,253,231,74,529,508,72,355,328,54,"35787","38910","40277","54006","47755","122339","144023","154370","153185","156068",6
692,40.151241418469,154984,"Brazoria County, Texas",368062,185973,182089,25118,27588,27728,25240,21465,51590,54363,48714,24187,18549,27014,11482,5024,36,96889,282425,271173,258435,53954,43520,271173,136294,134879,43520,20047,23473,368062,345484,22578,345484,249242,52893,2362,139,88,220,0,24467,5938,3115,5661,211,872,4589,4081,79,16,12,11,40,16441,22578,2278,1452,2699,78,271103,55940,4311,27842,162,31973,114094,98291,3539,1114,11150,253968,169687,51837,1326,24323,52,543,6200,277,5923,139462,249524,125369,124155,30250,3863,10443,12758,3186,240923,10967,15918,60295,57485,21363,48006,26889,214038,74895,51590,47805,16588,54363,48992,19723,91450,80372,27239,43520,36869,11345,"47042","47442","48266","51117","53365","16090108","15804992","17136887","16604240","16462396",2
696,24.5370605245802,39422,"Clearfield County, Pennsylvania",79466,41869,37597,3689,3988,4142,4003,4322,9493,9697,11702,6650,5474,8995,5313,1998,45.4,14444,66737,65022,62847,19432,16306,65022,34381,30641,16306,7384,8922,79466,77972,1494,77972,74908,2188,138,14,0,0,0,402,29,93,93,5,39,55,88,9,0,0,0,9,327,1494,428,119,209,7,76184,2727,330,703,77,1009,2383,816,750,153,664,77083,73652,1969,138,402,9,107,806,161,645,39321,63159,32682,30477,5700,599,3105,1470,526,59322,2380,4688,28665,7865,5772,6438,3514,52254,9952,9493,8433,2205,9697,8642,1842,23826,21497,3957,16306,13682,1948,"40461","41758","43923","45050","49517","2641027","2801177","2903688","3001603","2941937",5
697,28.3850695105694,31506,"Tooele County, Utah",69740,35102,34638,5496,6349,6843,5970,4459,9237,10757,7786,3153,3459,3857,1922,452,31.6,22728,49877,47012,44331,8063,6231,47012,23530,23482,6231,2929,3302,69740,66235,3505,66235,61607,486,367,0,0,145,33,498,66,0,166,150,101,15,0,457,238,121,60,38,2820,3505,312,515,366,0,65028,926,990,980,699,4829,8834,6662,171,0,2001,60906,57134,437,350,486,444,351,1704,293,1411,22585,45615,22840,22775,6389,857,3636,1692,204,40623,717,2507,12971,10674,4381,6091,3282,37399,9373,9237,8374,1965,10757,9966,3079,14398,13276,3060,6231,5783,1269,"34244","35121","37160","39109","42321","1740642","1737605","1856845","1942879","2159300",2
698,21.0241967929191,17399,"Polk County, Georgia",42251,20675,21576,2835,2840,3166,2906,2621,5601,5351,5257,2219,2942,3913,2137,463,37.3,10776,32866,31475,29863,8273,6513,31475,15259,16216,6513,2844,3669,42251,40393,1858,40393,33589,4794,144,0,0,0,0,241,115,0,57,0,57,0,12,16,0,0,0,16,1609,1858,790,217,79,51,35396,5737,514,320,87,2157,5594,2929,83,0,2582,36657,30334,4756,0,241,0,0,1326,44,1282,17071,29528,14197,15331,3592,596,1477,1450,69,27883,2143,3227,10832,5962,2166,2204,1349,22513,3553,5601,4738,403,5351,4017,944,10418,8659,1399,6513,5099,807,"30754","30964","32099","33504","36171","1170600","1191793","1213296","1332234","1248307",5
